 ,6,9,12,15,18,21,24,27,30,33,36,39
6,50,0,0,0,0,0,0,0,0,0,0,0
9,0,50,0,0,0,0,0,0,0,0,0,0
12,0,0,50,0,0,0,0,0,0,0,0,0
15,0,0,0,50,0,0,0,0,0,0,0,0
18,0,0,0,0,50,0,0,0,0,0,0,0
21,0,0,0,0,0,50,0,0,0,0,0,0
24,0,0,0,0,0,0,50,0,0,0,0,0
27,0,0,0,0,0,0,0,45,5,0,0,0
30,0,0,0,0,0,0,0,5,45,0,0,0
33,0,0,0,0,0,0,0,0,0,42,8,0
36,0,0,0,0,0,0,0,0,0,0,39,11
39,0,0,0,0,0,0,0,0,0,0,2,48
